config_id,question_id,retrieval_precision_at_k,context_recall,citation_coverage,answer_grounding_score,context_items,citations,latency_seconds,gold_evidence_documents,retrieved_gold_documents,evidence_recall_at_context,citation_recall,answer_exact_match,answer_contains_gold,answer_token_f1
caracal-only,q_mhr_0031,0.0,0.0,0.0,1.0,36,3,0.8986872000386938,3,0,0.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0032,0.020833333333333332,0.3333333333333333,0.0,1.0,48,4,0.9667519999202341,3,1,0.3333333333333333,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0033,0.08333333333333333,1.0,0.6666666666666666,1.0,36,3,0.8933909999905154,3,3,1.0,0.6666666666666666,1.0,1.0,1.0
caracal-only,q_mhr_0034,0.027777777777777776,0.5,0.5,1.0,36,3,0.8960648999782279,2,1,0.5,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0035,0.047619047619047616,0.6666666666666666,0.0,1.0,42,4,1.045279500016477,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0036,0.041666666666666664,1.0,0.0,1.0,48,4,0.9198735999525525,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0037,0.0625,1.0,0.6666666666666666,1.0,48,4,0.8184019000036642,3,3,1.0,0.6666666666666666,1.0,1.0,1.0
caracal-only,q_mhr_0038,0.041666666666666664,1.0,0.5,1.0,48,4,0.8733591999625787,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0039,0.75,1.0,0.16666666666666666,1.0,24,3,0.6832269000587985,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0040,0.75,1.0,0.16666666666666666,1.0,24,3,0.6800232999376021,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0041,0.023809523809523808,0.3333333333333333,0.0,1.0,42,4,1.034059600031469,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0042,0.047619047619047616,1.0,0.5,1.0,42,4,1.0540038000326604,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0043,0.041666666666666664,1.0,0.5,1.0,48,4,0.8716479999711737,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0044,0.047619047619047616,1.0,0.5,1.0,42,4,1.0289296000264585,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0045,0.0,0.0,0.0,1.0,36,3,0.885319100052584,3,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0046,0.027777777777777776,0.3333333333333333,0.3333333333333333,1.0,36,3,0.8683909000246786,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0047,0.041666666666666664,0.6666666666666666,0.0,1.0,48,4,0.9386519000399858,3,2,0.6666666666666666,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0048,0.041666666666666664,1.0,0.0,1.0,48,4,0.8694885000004433,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0049,0.75,1.0,0.16666666666666666,1.0,24,3,0.6792596000013873,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0050,0.75,1.0,0.16666666666666666,1.0,24,3,0.675858500006143,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0001,0.08333333333333333,1.0,0.0,1.0,36,3,0.8539046000223607,3,3,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0002,0.0,0.0,0.0,1.0,36,3,0.9237757999799214,2,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0003,0.0,0.0,0.0,1.0,36,3,0.8881972000235692,2,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0004,0.041666666666666664,1.0,0.5,1.0,48,4,0.9357617000350729,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0005,0.08333333333333333,1.0,0.0,1.0,36,3,0.8649225000408478,3,3,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0006,0.05555555555555555,1.0,0.5,1.0,36,3,0.849239899951499,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0007,0.041666666666666664,1.0,0.5,1.0,48,4,0.8167014000355266,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0008,0.041666666666666664,1.0,0.0,1.0,48,4,0.8844592999666929,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0009,0.08333333333333333,0.75,0.5,1.0,36,3,0.8889951000455767,4,3,0.75,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0010,0.027777777777777776,0.3333333333333333,0.0,1.0,36,3,0.846788699971512,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0011,0.75,1.0,0.16666666666666666,1.0,24,3,0.6848505000234582,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0012,0.041666666666666664,1.0,0.0,1.0,48,4,0.8769443000201136,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0013,0.047619047619047616,1.0,0.0,1.0,42,4,1.046114899974782,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0014,0.75,1.0,0.16666666666666666,1.0,24,3,0.6843274999991991,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0015,0.041666666666666664,1.0,0.5,1.0,48,4,0.804353200015612,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0016,0.05555555555555555,0.5,0.0,1.0,36,3,0.9043788000708446,4,2,0.5,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0017,0.05555555555555555,0.5,0.0,1.0,36,3,0.8331734000821598,4,2,0.5,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0018,0.07142857142857142,1.0,0.3333333333333333,1.0,42,4,1.0419397999648936,3,3,1.0,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0019,0.75,1.0,0.16666666666666666,1.0,24,3,0.6807315000332892,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0020,0.020833333333333332,0.5,0.0,1.0,48,4,0.8716387000167742,2,1,0.5,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0021,0.75,1.0,0.16666666666666666,1.0,24,3,0.6826394000090659,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0022,0.047619047619047616,0.6666666666666666,0.0,1.0,42,4,1.0397472000331618,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0023,0.027777777777777776,0.3333333333333333,0.0,1.0,36,3,0.9062527999631129,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0024,0.047619047619047616,1.0,0.5,1.0,42,4,1.0431969999335706,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0025,0.75,1.0,0.16666666666666666,1.0,24,3,0.6788672999828123,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0026,0.07142857142857142,1.0,0.3333333333333333,1.0,42,4,1.032612600014545,3,3,1.0,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0027,0.047619047619047616,0.6666666666666666,0.3333333333333333,1.0,42,4,1.0505978000583127,3,2,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0028,0.041666666666666664,1.0,0.0,1.0,48,4,0.8896888999734074,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0029,0.041666666666666664,1.0,0.0,1.0,48,4,0.8758143999730237,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0030,0.0,0.0,0.0,1.0,42,4,1.1534216000582092,2,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0031,0.0,0.0,0.0,1.0,36,3,0.890082799945958,3,0,0.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0032,0.020833333333333332,0.3333333333333333,0.0,1.0,48,4,0.9629184000077657,3,1,0.3333333333333333,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0033,0.08333333333333333,1.0,0.6666666666666666,1.0,36,3,0.8835345999686979,3,3,1.0,0.6666666666666666,1.0,1.0,1.0
caracal-only,q_mhr_0034,0.027777777777777776,0.5,0.5,1.0,36,3,0.8930969999637455,2,1,0.5,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0035,0.047619047619047616,0.6666666666666666,0.0,1.0,42,4,1.0477471000049263,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0036,0.041666666666666664,1.0,0.0,1.0,48,4,0.920791300071869,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0037,0.0625,1.0,0.6666666666666666,1.0,48,4,0.8162913999403827,3,3,1.0,0.6666666666666666,1.0,1.0,1.0
caracal-only,q_mhr_0038,0.041666666666666664,1.0,0.5,1.0,48,4,0.8807669000234455,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0039,0.75,1.0,0.16666666666666666,1.0,24,3,0.6858031999436207,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0040,0.75,1.0,0.16666666666666666,1.0,24,3,0.6830342999892309,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0041,0.023809523809523808,0.3333333333333333,0.0,1.0,42,4,1.0534617000375874,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0042,0.047619047619047616,1.0,0.5,1.0,42,4,1.042886599956546,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0043,0.041666666666666664,1.0,0.5,1.0,48,4,0.8663433999754488,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0044,0.047619047619047616,1.0,0.5,1.0,42,4,1.0163748000049964,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0045,0.0,0.0,0.0,1.0,36,3,0.884263500047382,3,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0046,0.027777777777777776,0.3333333333333333,0.3333333333333333,1.0,36,3,0.8699698999989778,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0047,0.041666666666666664,0.6666666666666666,0.0,1.0,48,4,0.9239446999854408,3,2,0.6666666666666666,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0048,0.041666666666666664,1.0,0.0,1.0,48,4,0.8739094999618828,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0049,0.75,1.0,0.16666666666666666,1.0,24,3,0.689809899951797,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0050,0.75,1.0,0.16666666666666666,1.0,24,3,0.682240400055889,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0001,0.08333333333333333,1.0,0.0,1.0,36,3,0.8524060000199825,3,3,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0002,0.0,0.0,0.0,1.0,36,3,0.921608499949798,2,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0003,0.0,0.0,0.0,1.0,36,3,0.8933558000135235,2,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0004,0.041666666666666664,1.0,0.5,1.0,48,4,0.9271100000478327,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0005,0.08333333333333333,1.0,0.0,1.0,36,3,0.8849768999498338,3,3,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0006,0.05555555555555555,1.0,0.5,1.0,36,3,0.8496631999732926,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0007,0.041666666666666664,1.0,0.5,1.0,48,4,0.8089927000692114,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0008,0.041666666666666664,1.0,0.0,1.0,48,4,0.8892827999661677,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0009,0.08333333333333333,0.75,0.5,1.0,36,3,0.9009312000125647,4,3,0.75,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0010,0.027777777777777776,0.3333333333333333,0.0,1.0,36,3,0.8453543000505306,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0011,0.75,1.0,0.16666666666666666,1.0,24,3,0.6907156000379473,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0012,0.041666666666666664,1.0,0.0,1.0,48,4,0.8844290000270121,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0013,0.047619047619047616,1.0,0.0,1.0,42,4,1.055039300059434,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0014,0.75,1.0,0.16666666666666666,1.0,24,3,0.6875561999622732,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0015,0.041666666666666664,1.0,0.5,1.0,48,4,0.8113805000321008,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0016,0.05555555555555555,0.5,0.0,1.0,36,3,0.8954967000172473,4,2,0.5,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0017,0.05555555555555555,0.5,0.0,1.0,36,3,0.836263700039126,4,2,0.5,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0018,0.07142857142857142,1.0,0.3333333333333333,1.0,42,4,1.0451485000085086,3,3,1.0,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0019,0.75,1.0,0.16666666666666666,1.0,24,3,0.6799040999612771,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0020,0.020833333333333332,0.5,0.0,1.0,48,4,0.8734184999484569,2,1,0.5,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0021,0.75,1.0,0.16666666666666666,1.0,24,3,0.6847718999488279,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0022,0.047619047619047616,0.6666666666666666,0.0,1.0,42,4,1.0546199000091292,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0023,0.027777777777777776,0.3333333333333333,0.0,1.0,36,3,0.9084600999485701,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0024,0.047619047619047616,1.0,0.5,1.0,42,4,1.0578588999342173,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0025,0.75,1.0,0.16666666666666666,1.0,24,3,0.6832443999010138,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0026,0.07142857142857142,1.0,0.3333333333333333,1.0,42,4,1.0435364000150003,3,3,1.0,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0027,0.047619047619047616,0.6666666666666666,0.3333333333333333,1.0,42,4,1.0374987000250258,3,2,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0028,0.041666666666666664,1.0,0.0,1.0,48,4,0.8994860999519005,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0029,0.041666666666666664,1.0,0.0,1.0,48,4,0.9837336000637151,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0030,0.0,0.0,0.0,1.0,42,4,1.0446029999875464,2,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0031,0.0,0.0,0.0,1.0,36,3,0.8898799999733455,3,0,0.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0032,0.020833333333333332,0.3333333333333333,0.0,1.0,48,4,0.965050499944482,3,1,0.3333333333333333,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0033,0.08333333333333333,1.0,0.6666666666666666,1.0,36,3,0.8931966999662109,3,3,1.0,0.6666666666666666,1.0,1.0,1.0
caracal-only,q_mhr_0034,0.027777777777777776,0.5,0.5,1.0,36,3,0.897816899989266,2,1,0.5,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0035,0.047619047619047616,0.6666666666666666,0.0,1.0,42,4,1.060546799970325,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0036,0.041666666666666664,1.0,0.0,1.0,48,4,0.9213610999868251,2,2,1.0,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0037,0.0625,1.0,0.6666666666666666,1.0,48,4,0.8203600998967886,3,3,1.0,0.6666666666666666,1.0,1.0,1.0
caracal-only,q_mhr_0038,0.041666666666666664,1.0,0.5,1.0,48,4,0.8704027999774553,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0039,0.75,1.0,0.16666666666666666,1.0,24,3,0.6834974999655969,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0040,0.75,1.0,0.16666666666666666,1.0,24,3,0.681129900040105,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0041,0.023809523809523808,0.3333333333333333,0.0,1.0,42,4,1.0385703000356443,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0042,0.047619047619047616,1.0,0.5,1.0,42,4,1.0463339999550954,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0043,0.041666666666666664,1.0,0.5,1.0,48,4,0.8674430000246502,2,2,1.0,0.5,1.0,1.0,1.0
caracal-only,q_mhr_0044,0.047619047619047616,1.0,0.5,1.0,42,4,1.0254146000370383,2,2,1.0,0.5,0.0,0.0,0.0
caracal-only,q_mhr_0045,0.0,0.0,0.0,1.0,36,3,0.8731060000136495,3,0,0.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0046,0.027777777777777776,0.3333333333333333,0.3333333333333333,1.0,36,3,0.8663235999410972,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
caracal-only,q_mhr_0047,0.041666666666666664,0.6666666666666666,0.0,1.0,48,4,0.9352365000522695,3,2,0.6666666666666666,0.0,1.0,1.0,1.0
caracal-only,q_mhr_0048,0.041666666666666664,1.0,0.0,1.0,48,4,0.8789299999480136,2,2,1.0,0.0,0.0,0.0,0.0
caracal-only,q_mhr_0049,0.75,1.0,0.16666666666666666,1.0,24,3,0.6776129000354558,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
caracal-only,q_mhr_0050,0.75,1.0,0.16666666666666666,1.0,24,3,0.6782863999833353,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
neo4j-only,q_mhr_0001,0.05714285714285714,0.6666666666666666,0.0,1.0,36,3,0.7829173000063747,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0002,0.0,0.0,0.0,1.0,36,3,0.26197530003264546,2,0,0.0,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0003,0.0,0.0,0.0,1.0,36,3,0.19519070000387728,2,0,0.0,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0004,0.024390243902439025,0.5,0.5,1.0,48,4,0.14549920003628358,2,1,0.5,0.5,1.0,1.0,1.0
neo4j-only,q_mhr_0005,0.5357142857142857,0.6666666666666666,0.6666666666666666,1.0,36,3,0.22670939995441586,3,2,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5
neo4j-only,q_mhr_0006,0.02857142857142857,0.5,0.0,1.0,36,3,0.20091810001758859,2,1,0.5,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0007,0.07894736842105263,0.5,0.5,1.0,48,4,0.16862070001661777,2,1,0.5,0.5,1.0,1.0,1.0
neo4j-only,q_mhr_0008,0.02631578947368421,0.5,0.0,1.0,48,4,0.3190588000579737,2,1,0.5,0.0,1.0,1.0,1.0
neo4j-only,q_mhr_0009,0.0,0.0,0.0,1.0,36,3,0.28869319992372766,4,0,0.0,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0010,0.0,0.0,0.0,1.0,36,3,0.17496319999918342,3,0,0.0,0.0,1.0,1.0,1.0
neo4j-only,q_mhr_0011,0.75,1.0,0.16666666666666666,1.0,24,3,0.20474890002515167,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
neo4j-only,q_mhr_0012,0.23684210526315788,0.5,0.5,1.0,48,4,0.24665369995636865,2,1,0.5,0.5,1.0,1.0,1.0
neo4j-only,q_mhr_0013,0.023809523809523808,0.5,0.0,1.0,42,4,54.89027800009353,2,1,0.5,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0014,0.75,1.0,0.16666666666666666,1.0,24,3,0.17235560005065054,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
neo4j-only,q_mhr_0015,0.046511627906976744,1.0,1.0,1.0,48,4,0.20444179995683953,2,2,1.0,1.0,1.0,1.0,1.0
neo4j-only,q_mhr_0016,0.21428571428571427,0.25,0.25,1.0,36,3,0.4074962999438867,4,1,0.25,0.25,0.0,0.0,0.0
neo4j-only,q_mhr_0017,0.05555555555555555,0.5,0.0,1.0,36,3,0.1851010000682436,4,2,0.5,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0018,0.029411764705882353,0.3333333333333333,0.0,1.0,42,4,189.74514229997294,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0019,0.75,1.0,0.16666666666666666,1.0,24,3,0.08252979995450005,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
neo4j-only,q_mhr_0020,0.18421052631578946,0.5,0.5,1.0,48,4,0.21095390006667003,2,1,0.5,0.5,0.0,0.0,0.0
neo4j-only,q_mhr_0021,0.75,1.0,0.16666666666666666,1.0,24,3,0.07589920004829764,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
neo4j-only,q_mhr_0022,0.0,0.0,0.0,1.0,42,4,69.14302899996983,3,0,0.0,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0023,0.0,0.0,0.0,1.0,36,3,0.2635498999734409,3,0,0.0,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0024,0.023809523809523808,0.5,0.0,1.0,42,4,86.06752969993977,2,1,0.5,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0025,0.75,1.0,0.16666666666666666,1.0,24,3,0.06704879994504154,0,0,1.0,0.16666666666666666,0.0,0.0,0.0
neo4j-only,q_mhr_0026,0.023809523809523808,0.3333333333333333,0.3333333333333333,1.0,42,4,76.24368280003546,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
neo4j-only,q_mhr_0027,0.02631578947368421,0.3333333333333333,0.3333333333333333,1.0,42,4,83.49659760005306,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
neo4j-only,q_mhr_0028,0.0,0.0,0.0,1.0,48,4,0.3953618000377901,2,0,0.0,0.0,1.0,1.0,1.0
neo4j-only,q_mhr_0029,0.020833333333333332,0.5,0.0,1.0,48,4,0.21051569993142039,2,1,0.5,0.0,0.0,0.0,0.0
neo4j-only,q_mhr_0030,0.0,0.0,0.0,1.0,42,4,99.81771900004242,2,0,0.0,0.0,0.0,0.0,0.0
